Date,Right Ascension 
2034-Sep-16,08 02 19.59
2034-Sep-17,08 06 38.36
2034-Sep-18,08 10 57.14
2034-Sep-19,08 15 15.89
2034-Sep-20,08 19 34.58
2034-Sep-21,08 23 53.17
2034-Sep-22,08 28 11.65
2034-Sep-23,08 32 29.98
2034-Sep-24,08 36 48.13
2034-Sep-25,08 41 06.08
2034-Sep-26,08 45 23.79
2034-Sep-27,08 49 41.25
2034-Sep-28,08 53 58.44
2034-Sep-29,08 58 15.33
2034-Sep-30,09 02 31.90
2034-Oct-01,09 06 48.12
2034-Oct-02,09 11 03.98
2034-Oct-03,09 15 19.45
2034-Oct-04,09 19 34.52
2034-Oct-05,09 23 49.16
2034-Oct-06,09 28 03.35
2034-Oct-07,09 32 17.06
2034-Oct-08,09 36 30.30
2034-Oct-09,09 40 43.02
2034-Oct-10,09 44 55.23
2034-Oct-11,09 49 06.90
2034-Oct-12,09 53 18.03
2034-Oct-13,09 57 28.59
2034-Oct-14,10 01 38.59
2034-Oct-15,10 05 48.01
2034-Oct-16,10 09 56.85
2034-Oct-17,10 14 05.10
2034-Oct-18,10 18 12.76
2034-Oct-19,10 22 19.83
2034-Oct-20,10 26 26.30
2034-Oct-21,10 30 32.17
2034-Oct-22,10 34 37.45
2034-Oct-23,10 38 42.14
2034-Oct-24,10 42 46.24
2034-Oct-25,10 46 49.77
2034-Oct-26,10 50 52.71
2034-Oct-27,10 54 55.09
2034-Oct-28,10 58 56.91
2034-Oct-29,11 02 58.18
2034-Oct-30,11 06 58.91
2034-Oct-31,11 10 59.09
2034-Nov-01,11 14 58.75
2034-Nov-02,11 18 57.87
2034-Nov-03,11 22 56.48
2034-Nov-04,11 26 54.58
2034-Nov-05,11 30 52.16
2034-Nov-06,11 34 49.24
2034-Nov-07,11 38 45.82
2034-Nov-08,11 42 41.91
2034-Nov-09,11 46 37.51
2034-Nov-10,11 50 32.64
2034-Nov-11,11 54 27.30
2034-Nov-12,11 58 21.50
2034-Nov-13,12 02 15.25
2034-Nov-14,12 06 08.55
2034-Nov-15,12 10 01.42
2034-Nov-16,12 13 53.87
2034-Nov-17,12 17 45.91
2034-Nov-18,12 21 37.54
2034-Nov-19,12 25 28.78
2034-Nov-20,12 29 19.64
2034-Nov-21,12 33 10.13
2034-Nov-22,12 37 00.26
2034-Nov-23,12 40 50.05
2034-Nov-24,12 44 39.51
2034-Nov-25,12 48 28.65
2034-Nov-26,12 52 17.48
2034-Nov-27,12 56 06.01
2034-Nov-28,12 59 54.26
2034-Nov-29,13 03 42.23
2034-Nov-30,13 07 29.93
2034-Dec-01,13 11 17.37
2034-Dec-02,13 15 04.55
2034-Dec-03,13 18 51.46
2034-Dec-04,13 22 38.13
2034-Dec-05,13 26 24.54
2034-Dec-06,13 30 10.71
2034-Dec-07,13 33 56.62
2034-Dec-08,13 37 42.30
2034-Dec-09,13 41 27.72
2034-Dec-10,13 45 12.90
2034-Dec-11,13 48 57.83
2034-Dec-12,13 52 42.52
2034-Dec-13,13 56 26.97
2034-Dec-14,14 00 11.17
2034-Dec-15,14 03 55.12
2034-Dec-16,14 07 38.83
2034-Dec-17,14 11 22.28
2034-Dec-18,14 15 05.49
2034-Dec-19,14 18 48.45
2034-Dec-20,14 22 31.16
2034-Dec-21,14 26 13.61
2034-Dec-22,14 29 55.82
2034-Dec-23,14 33 37.77
2034-Dec-24,14 37 19.47
2034-Dec-25,14 41 00.92
2034-Dec-26,14 44 42.11
2034-Dec-27,14 48 23.04
2034-Dec-28,14 52 03.70
2034-Dec-29,14 55 44.09
2034-Dec-30,14 59 24.20
2034-Dec-31,15 03 04.02
2035-Jan-01,15 06 43.53
2035-Jan-02,15 10 22.73
2035-Jan-03,15 14 01.60
2035-Jan-04,15 17 40.13
2035-Jan-05,15 21 18.32
2035-Jan-06,15 24 56.13
2035-Jan-07,15 28 33.57
2035-Jan-08,15 32 10.61
2035-Jan-09,15 35 47.25
2035-Jan-10,15 39 23.46
2035-Jan-11,15 42 59.24
2035-Jan-12,15 46 34.57
2035-Jan-13,15 50 09.43
2035-Jan-14,15 53 43.81
2035-Jan-15,15 57 17.69
2035-Jan-16,16 00 51.07
2035-Jan-17,16 04 23.92
2035-Jan-18,16 07 56.25
2035-Jan-19,16 11 28.03
2035-Jan-20,16 14 59.25
2035-Jan-21,16 18 29.90
2035-Jan-22,16 21 59.98
2035-Jan-23,16 25 29.47
2035-Jan-24,16 28 58.35
2035-Jan-25,16 32 26.62
2035-Jan-26,16 35 54.26
2035-Jan-27,16 39 21.26
2035-Jan-28,16 42 47.60
2035-Jan-29,16 46 13.27
2035-Jan-30,16 49 38.24
2035-Jan-31,16 53 02.50
2035-Feb-01,16 56 26.04
2035-Feb-02,16 59 48.83
2035-Feb-03,17 03 10.86
2035-Feb-04,17 06 32.11
2035-Feb-05,17 09 52.56
2035-Feb-06,17 13 12.19
2035-Feb-07,17 16 30.99
2035-Feb-08,17 19 48.95
2035-Feb-09,17 23 06.04
2035-Feb-10,17 26 22.24
2035-Feb-11,17 29 37.55
2035-Feb-12,17 32 51.95
2035-Feb-13,17 36 05.43
2035-Feb-14,17 39 17.96
2035-Feb-15,17 42 29.55
2035-Feb-16,17 45 40.18
2035-Feb-17,17 48 49.85
2035-Feb-18,17 51 58.54
2035-Feb-19,17 55 06.24
2035-Feb-20,17 58 12.96
2035-Feb-21,18 01 18.68
2035-Feb-22,18 04 23.39
2035-Feb-23,18 07 27.08
2035-Feb-24,18 10 29.75
2035-Feb-25,18 13 31.39
2035-Feb-26,18 16 31.98
2035-Feb-27,18 19 31.52
2035-Feb-28,18 22 29.99
2035-Mar-01,18 25 27.38
2035-Mar-02,18 28 23.69
2035-Mar-03,18 31 18.89
2035-Mar-04,18 34 12.99
2035-Mar-05,18 37 05.96
2035-Mar-06,18 39 57.80
2035-Mar-07,18 42 48.49
2035-Mar-08,18 45 38.02
2035-Mar-09,18 48 26.39
2035-Mar-10,18 51 13.59
2035-Mar-11,18 53 59.59
2035-Mar-12,18 56 44.40
2035-Mar-13,18 59 28.01
2035-Mar-14,19 02 10.41
2035-Mar-15,19 04 51.60
2035-Mar-16,19 07 31.57
2035-Mar-17,19 10 10.31
2035-Mar-18,19 12 47.84
2035-Mar-19,19 15 24.13
2035-Mar-20,19 17 59.20
2035-Mar-21,19 20 33.04
2035-Mar-22,19 23 05.65
2035-Mar-23,19 25 37.02
2035-Mar-24,19 28 07.16
2035-Mar-25,19 30 36.05
2035-Mar-26,19 33 03.69
2035-Mar-27,19 35 30.07
2035-Mar-28,19 37 55.20
2035-Mar-29,19 40 19.05
2035-Mar-30,19 42 41.63
2035-Mar-31,19 45 02.92
2035-Apr-01,19 47 22.91
2035-Apr-02,19 49 41.60
2035-Apr-03,19 51 58.98
2035-Apr-04,19 54 15.04
2035-Apr-05,19 56 29.76
2035-Apr-06,19 58 43.13
2035-Apr-07,20 00 55.15
2035-Apr-08,20 03 05.81
2035-Apr-09,20 05 15.08
2035-Apr-10,20 07 22.98
2035-Apr-11,20 09 29.48
2035-Apr-12,20 11 34.58
2035-Apr-13,20 13 38.27
2035-Apr-14,20 15 40.55
2035-Apr-15,20 17 41.41
2035-Apr-16,20 19 40.85
2035-Apr-17,20 21 38.86
2035-Apr-18,20 23 35.44
2035-Apr-19,20 25 30.58
2035-Apr-20,20 27 24.27
2035-Apr-21,20 29 16.50
2035-Apr-22,20 31 07.27
2035-Apr-23,20 32 56.56
2035-Apr-24,20 34 44.37
2035-Apr-25,20 36 30.67
2035-Apr-26,20 38 15.46
2035-Apr-27,20 39 58.71
2035-Apr-28,20 41 40.41
2035-Apr-29,20 43 20.55
2035-Apr-30,20 44 59.09
2035-May-01,20 46 36.03
2035-May-02,20 48 11.34
2035-May-03,20 49 44.99
2035-May-04,20 51 16.97
2035-May-05,20 52 47.25
2035-May-06,20 54 15.81
2035-May-07,20 55 42.62
2035-May-08,20 57 07.66
2035-May-09,20 58 30.90
2035-May-10,20 59 52.33
2035-May-11,21 01 11.93
2035-May-12,21 02 29.66
2035-May-13,21 03 45.52
2035-May-14,21 04 59.47
2035-May-15,21 06 11.51
2035-May-16,21 07 21.61
2035-May-17,21 08 29.74
2035-May-18,21 09 35.87
2035-May-19,21 10 39.99
2035-May-20,21 11 42.06
2035-May-21,21 12 42.05
2035-May-22,21 13 39.93
2035-May-23,21 14 35.67
2035-May-24,21 15 29.22
2035-May-25,21 16 20.56
2035-May-26,21 17 09.63
2035-May-27,21 17 56.42
2035-May-28,21 18 40.86
2035-May-29,21 19 22.92
2035-May-30,21 20 02.55
2035-May-31,21 20 39.71
2035-Jun-01,21 21 14.35
2035-Jun-02,21 21 46.43
2035-Jun-03,21 22 15.89
2035-Jun-04,21 22 42.70
2035-Jun-05,21 23 06.79
2035-Jun-06,21 23 28.14
2035-Jun-07,21 23 46.69
2035-Jun-08,21 24 02.41
2035-Jun-09,21 24 15.25
2035-Jun-10,21 24 25.19
2035-Jun-11,21 24 32.17
2035-Jun-12,21 24 36.18
2035-Jun-13,21 24 37.16
2035-Jun-14,21 24 35.09
2035-Jun-15,21 24 29.93
2035-Jun-16,21 24 21.63
2035-Jun-17,21 24 10.17
2035-Jun-18,21 23 55.50
2035-Jun-19,21 23 37.60
2035-Jun-20,21 23 16.42
2035-Jun-21,21 22 51.93
2035-Jun-22,21 22 24.11
2035-Jun-23,21 21 52.91
2035-Jun-24,21 21 18.31
2035-Jun-25,21 20 40.29
2035-Jun-26,21 19 58.83
2035-Jun-27,21 19 13.90
2035-Jun-28,21 18 25.49
2035-Jun-29,21 17 33.59
2035-Jun-30,21 16 38.20
2035-Jul-01,21 15 39.33
2035-Jul-02,21 14 36.98
2035-Jul-03,21 13 31.17
2035-Jul-04,21 12 21.94
2035-Jul-05,21 11 09.32
2035-Jul-06,21 09 53.36
2035-Jul-07,21 08 34.13
2035-Jul-08,21 07 11.70
2035-Jul-09,21 05 46.14
2035-Jul-10,21 04 17.55
2035-Jul-11,21 02 46.01
2035-Jul-12,21 01 11.64
2035-Jul-13,20 59 34.54
2035-Jul-14,20 57 54.82
2035-Jul-15,20 56 12.63
2035-Jul-16,20 54 28.07
2035-Jul-17,20 52 41.31
2035-Jul-18,20 50 52.47
2035-Jul-19,20 49 01.73
2035-Jul-20,20 47 09.23
2035-Jul-21,20 45 15.14
2035-Jul-22,20 43 19.65
2035-Jul-23,20 41 22.92
2035-Jul-24,20 39 25.14
2035-Jul-25,20 37 26.50
2035-Jul-26,20 35 27.20
2035-Jul-27,20 33 27.43
2035-Jul-28,20 31 27.39
2035-Jul-29,20 29 27.29
2035-Jul-30,20 27 27.34
2035-Jul-31,20 25 27.75
2035-Aug-01,20 23 28.73
2035-Aug-02,20 21 30.49
2035-Aug-03,20 19 33.24
2035-Aug-04,20 17 37.20
2035-Aug-05,20 15 42.56
2035-Aug-06,20 13 49.52
2035-Aug-07,20 11 58.27
2035-Aug-08,20 10 08.99
2035-Aug-09,20 08 21.84
2035-Aug-10,20 06 36.98
2035-Aug-11,20 04 54.55
2035-Aug-12,20 03 14.70
2035-Aug-13,20 01 37.55
2035-Aug-14,20 00 03.22
2035-Aug-15,19 58 31.80
2035-Aug-16,19 57 03.40
2035-Aug-17,19 55 38.10
2035-Aug-18,19 54 15.97
2035-Aug-19,19 52 57.09
2035-Aug-20,19 51 41.51
2035-Aug-21,19 50 29.28
2035-Aug-22,19 49 20.45
2035-Aug-23,19 48 15.04
2035-Aug-24,19 47 13.10
2035-Aug-25,19 46 14.64
2035-Aug-26,19 45 19.69
2035-Aug-27,19 44 28.25
2035-Aug-28,19 43 40.35
2035-Aug-29,19 42 55.97
2035-Aug-30,19 42 15.14
2035-Aug-31,19 41 37.84
2035-Sep-01,19 41 04.06
2035-Sep-02,19 40 33.79
2035-Sep-03,19 40 07.02
2035-Sep-04,19 39 43.71
2035-Sep-05,19 39 23.83
2035-Sep-06,19 39 07.36
2035-Sep-07,19 38 54.24
2035-Sep-08,19 38 44.44
2035-Sep-09,19 38 37.90
2035-Sep-10,19 38 34.59
2035-Sep-11,19 38 34.44
2035-Sep-12,19 38 37.41
2035-Sep-13,19 38 43.44
2035-Sep-14,19 38 52.48
2035-Sep-15,19 39 04.47
2035-Sep-16,19 39 19.35
2035-Sep-17,19 39 37.07
2035-Sep-18,19 39 57.58
2035-Sep-19,19 40 20.82
2035-Sep-20,19 40 46.73
2035-Sep-21,19 41 15.27
2035-Sep-22,19 41 46.38
2035-Sep-23,19 42 20.01
2035-Sep-24,19 42 56.12
2035-Sep-25,19 43 34.67
2035-Sep-26,19 44 15.60
2035-Sep-27,19 44 58.88
2035-Sep-28,19 45 44.46
2035-Sep-29,19 46 32.30
2035-Sep-30,19 47 22.36
2035-Oct-01,19 48 14.59
2035-Oct-02,19 49 08.95
2035-Oct-03,19 50 05.39
2035-Oct-04,19 51 03.87
2035-Oct-05,19 52 04.34
2035-Oct-06,19 53 06.76
2035-Oct-07,19 54 11.08
2035-Oct-08,19 55 17.25
2035-Oct-09,19 56 25.24
2035-Oct-10,19 57 35.00
2035-Oct-11,19 58 46.48
2035-Oct-12,19 59 59.64
2035-Oct-13,20 01 14.44
2035-Oct-14,20 02 30.85
2035-Oct-15,20 03 48.82
2035-Oct-16,20 05 08.31
2035-Oct-17,20 06 29.29
2035-Oct-18,20 07 51.73
2035-Oct-19,20 09 15.58
2035-Oct-20,20 10 40.82
2035-Oct-21,20 12 07.42
2035-Oct-22,20 13 35.36
2035-Oct-23,20 15 04.60
2035-Oct-24,20 16 35.13
2035-Oct-25,20 18 06.92
2035-Oct-26,20 19 39.94
2035-Oct-27,20 21 14.17
2035-Oct-28,20 22 49.59
2035-Oct-29,20 24 26.18
2035-Oct-30,20 26 03.91
2035-Oct-31,20 27 42.76
2035-Nov-01,20 29 22.70
2035-Nov-02,20 31 03.71
2035-Nov-03,20 32 45.76
2035-Nov-04,20 34 28.83
2035-Nov-05,20 36 12.90
2035-Nov-06,20 37 57.94
2035-Nov-07,20 39 43.93
2035-Nov-08,20 41 30.84
2035-Nov-09,20 43 18.66
2035-Nov-10,20 45 07.36
2035-Nov-11,20 46 56.92
2035-Nov-12,20 48 47.32
2035-Nov-13,20 50 38.55
2035-Nov-14,20 52 30.57
2035-Nov-15,20 54 23.37
2035-Nov-16,20 56 16.94
2035-Nov-17,20 58 11.26
2035-Nov-18,21 00 06.33
2035-Nov-19,21 02 02.11
2035-Nov-20,21 03 58.62
2035-Nov-21,21 05 55.83
2035-Nov-22,21 07 53.74
2035-Nov-23,21 09 52.33
2035-Nov-24,21 11 51.61
2035-Nov-25,21 13 51.55
2035-Nov-26,21 15 52.15
2035-Nov-27,21 17 53.40
2035-Nov-28,21 19 55.28
2035-Nov-29,21 21 57.80
2035-Nov-30,21 24 00.93
2035-Dec-01,21 26 04.67
2035-Dec-02,21 28 09.00
2035-Dec-03,21 30 13.92
2035-Dec-04,21 32 19.41
2035-Dec-05,21 34 25.46
2035-Dec-06,21 36 32.07
2035-Dec-07,21 38 39.22
2035-Dec-08,21 40 46.90
2035-Dec-09,21 42 55.11
2035-Dec-10,21 45 03.83
2035-Dec-11,21 47 13.06
2035-Dec-12,21 49 22.79
2035-Dec-13,21 51 33.01
2035-Dec-14,21 53 43.72
2035-Dec-15,21 55 54.90
2035-Dec-16,21 58 06.57
2035-Dec-17,22 00 18.70
2035-Dec-18,22 02 31.32
2035-Dec-19,22 04 44.40
2035-Dec-20,22 06 57.96
2035-Dec-21,22 09 11.99
2035-Dec-22,22 11 26.50
2035-Dec-23,22 13 41.48
2035-Dec-24,22 15 56.94
2035-Dec-25,22 18 12.86
2035-Dec-26,22 20 29.26
2035-Dec-27,22 22 46.13
2035-Dec-28,22 25 03.46
2035-Dec-29,22 27 21.27
2035-Dec-30,22 29 39.54
2035-Dec-31,22 31 58.28
2036-Jan-01,22 34 17.48
2036-Jan-02,22 36 37.15
2036-Jan-03,22 38 57.27
2036-Jan-04,22 41 17.86
2036-Jan-05,22 43 38.91
2036-Jan-06,22 46 00.41
2036-Jan-07,22 48 22.38
2036-Jan-08,22 50 44.81
2036-Jan-09,22 53 07.69
2036-Jan-10,22 55 31.04
2036-Jan-11,22 57 54.84
2036-Jan-12,23 00 19.12
2036-Jan-13,23 02 43.86
2036-Jan-14,23 05 09.07
2036-Jan-15,23 07 34.77
2036-Jan-16,23 10 00.95
2036-Jan-17,23 12 27.63
2036-Jan-18,23 14 54.81
2036-Jan-19,23 17 22.50
2036-Jan-20,23 19 50.71
2036-Jan-21,23 22 19.45
2036-Jan-22,23 24 48.72
2036-Jan-23,23 27 18.52
2036-Jan-24,23 29 48.88
2036-Jan-25,23 32 19.79
2036-Jan-26,23 34 51.26
2036-Jan-27,23 37 23.29
2036-Jan-28,23 39 55.90
2036-Jan-29,23 42 29.09
2036-Jan-30,23 45 02.87
2036-Jan-31,23 47 37.24
2036-Feb-01,23 50 12.21
2036-Feb-02,23 52 47.78
2036-Feb-03,23 55 23.97
2036-Feb-04,23 58 00.78
2036-Feb-05,00 00 38.22
2036-Feb-06,00 03 16.30
2036-Feb-07,00 05 55.01
2036-Feb-08,00 08 34.38
2036-Feb-09,00 11 14.41
2036-Feb-10,00 13 55.12
2036-Feb-11,00 16 36.50
2036-Feb-12,00 19 18.58
2036-Feb-13,00 22 01.38
2036-Feb-14,00 24 44.89
2036-Feb-15,00 27 29.14
2036-Feb-16,00 30 14.15
2036-Feb-17,00 32 59.92
2036-Feb-18,00 35 46.47
2036-Feb-19,00 38 33.82
2036-Feb-20,00 41 21.97
2036-Feb-21,00 44 10.95
2036-Feb-22,00 47 00.77
2036-Feb-23,00 49 51.43
2036-Feb-24,00 52 42.96
2036-Feb-25,00 55 35.37
2036-Feb-26,00 58 28.66
2036-Feb-27,01 01 22.86
2036-Feb-28,01 04 17.97
2036-Feb-29,01 07 14.01
2036-Mar-01,01 10 11.00
2036-Mar-02,01 13 08.93
2036-Mar-03,01 16 07.83
2036-Mar-04,01 19 07.71
2036-Mar-05,01 22 08.57
2036-Mar-06,01 25 10.44
2036-Mar-07,01 28 13.33
2036-Mar-08,01 31 17.24
2036-Mar-09,01 34 22.20
2036-Mar-10,01 37 28.22
2036-Mar-11,01 40 35.30
2036-Mar-12,01 43 43.48
2036-Mar-13,01 46 52.77
2036-Mar-14,01 50 03.17
2036-Mar-15,01 53 14.72
2036-Mar-16,01 56 27.43
2036-Mar-17,01 59 41.31
2036-Mar-18,02 02 56.38
2036-Mar-19,02 06 12.66
2036-Mar-20,02 09 30.15
2036-Mar-21,02 12 48.89
2036-Mar-22,02 16 08.87
2036-Mar-23,02 19 30.12
2036-Mar-24,02 22 52.65
2036-Mar-25,02 26 16.47
2036-Mar-26,02 29 41.58
2036-Mar-27,02 33 08.01
2036-Mar-28,02 36 35.76
2036-Mar-29,02 40 04.84
2036-Mar-30,02 43 35.26
2036-Mar-31,02 47 07.02
2036-Apr-01,02 50 40.14
2036-Apr-02,02 54 14.61
2036-Apr-03,02 57 50.45
2036-Apr-04,03 01 27.66
2036-Apr-05,03 05 06.25
2036-Apr-06,03 08 46.20
2036-Apr-07,03 12 27.55
2036-Apr-08,03 16 10.27
2036-Apr-09,03 19 54.38
2036-Apr-10,03 23 39.89
2036-Apr-11,03 27 26.79
2036-Apr-12,03 31 15.09
2036-Apr-13,03 35 04.78
2036-Apr-14,03 38 55.88
2036-Apr-15,03 42 48.37
2036-Apr-16,03 46 42.25
2036-Apr-17,03 50 37.53
2036-Apr-18,03 54 34.19
2036-Apr-19,03 58 32.22
2036-Apr-20,04 02 31.63
2036-Apr-21,04 06 32.40
2036-Apr-22,04 10 34.51
2036-Apr-23,04 14 37.95
2036-Apr-24,04 18 42.71
2036-Apr-25,04 22 48.77
2036-Apr-26,04 26 56.11
2036-Apr-27,04 31 04.71
2036-Apr-28,04 35 14.54
2036-Apr-29,04 39 25.58
2036-Apr-30,04 43 37.80
2036-May-01,04 47 51.17
2036-May-02,04 52 05.67
2036-May-03,04 56 21.25
2036-May-04,05 00 37.89
2036-May-05,05 04 55.56
2036-May-06,05 09 14.21
2036-May-07,05 13 33.82
2036-May-08,05 17 54.34
2036-May-09,05 22 15.75
2036-May-10,05 26 38.00
2036-May-11,05 31 01.06
2036-May-12,05 35 24.89
2036-May-13,05 39 49.45
2036-May-14,05 44 14.69
2036-May-15,05 48 40.57
2036-May-16,05 53 07.06
2036-May-17,05 57 34.10
2036-May-18,06 02 01.66
2036-May-19,06 06 29.68
2036-May-20,06 10 58.12
2036-May-21,06 15 26.93
2036-May-22,06 19 56.06
2036-May-23,06 24 25.47
2036-May-24,06 28 55.11
2036-May-25,06 33 24.91
2036-May-26,06 37 54.84
2036-May-27,06 42 24.85
2036-May-28,06 46 54.87
2036-May-29,06 51 24.86
2036-May-30,06 55 54.76
2036-May-31,07 00 24.53
2036-Jun-01,07 04 54.11
2036-Jun-02,07 09 23.45
2036-Jun-03,07 13 52.52
2036-Jun-04,07 18 21.25
2036-Jun-05,07 22 49.62
2036-Jun-06,07 27 17.56
2036-Jun-07,07 31 45.05
2036-Jun-08,07 36 12.04
2036-Jun-09,07 40 38.50
2036-Jun-10,07 45 04.39
2036-Jun-11,07 49 29.66
2036-Jun-12,07 53 54.30
2036-Jun-13,07 58 18.26
2036-Jun-14,08 02 41.52
2036-Jun-15,08 07 04.04
2036-Jun-16,08 11 25.80
2036-Jun-17,08 15 46.77
2036-Jun-18,08 20 06.92
2036-Jun-19,08 24 26.23
2036-Jun-20,08 28 44.67
2036-Jun-21,08 33 02.23
2036-Jun-22,08 37 18.87
2036-Jun-23,08 41 34.59
2036-Jun-24,08 45 49.36
2036-Jun-25,08 50 03.15
2036-Jun-26,08 54 15.96
2036-Jun-27,08 58 27.77
2036-Jun-28,09 02 38.55
2036-Jun-29,09 06 48.30
2036-Jun-30,09 10 57.00
2036-Jul-01,09 15 04.64
2036-Jul-02,09 19 11.21
2036-Jul-03,09 23 16.70
2036-Jul-04,09 27 21.12
2036-Jul-05,09 31 24.45
2036-Jul-06,09 35 26.70
2036-Jul-07,09 39 27.86
2036-Jul-08,09 43 27.94
2036-Jul-09,09 47 26.93
2036-Jul-10,09 51 24.84
2036-Jul-11,09 55 21.68
2036-Jul-12,09 59 17.45
2036-Jul-13,10 03 12.16
2036-Jul-14,10 07 05.81
2036-Jul-15,10 10 58.41
2036-Jul-16,10 14 49.98
2036-Jul-17,10 18 40.51
2036-Jul-18,10 22 30.03
2036-Jul-19,10 26 18.53
2036-Jul-20,10 30 06.03
2036-Jul-21,10 33 52.55
2036-Jul-22,10 37 38.08
2036-Jul-23,10 41 22.64
2036-Jul-24,10 45 06.25
2036-Jul-25,10 48 48.90
2036-Jul-26,10 52 30.61
2036-Jul-27,10 56 11.39
2036-Jul-28,10 59 51.25
2036-Jul-29,11 03 30.20
2036-Jul-30,11 07 08.24
2036-Jul-31,11 10 45.40
2036-Aug-01,11 14 21.68
2036-Aug-02,11 17 57.11
2036-Aug-03,11 21 31.68
2036-Aug-04,11 25 05.43
2036-Aug-05,11 28 38.36
2036-Aug-06,11 32 10.49
2036-Aug-07,11 35 41.83
2036-Aug-08,11 39 12.41
2036-Aug-09,11 42 42.23
2036-Aug-10,11 46 11.32
2036-Aug-11,11 49 39.69
2036-Aug-12,11 53 07.36
2036-Aug-13,11 56 34.34
2036-Aug-14,12 00 00.66
2036-Aug-15,12 03 26.32
2036-Aug-16,12 06 51.35
2036-Aug-17,12 10 15.76
2036-Aug-18,12 13 39.56
2036-Aug-19,12 17 02.78
2036-Aug-20,12 20 25.42
2036-Aug-21,12 23 47.51
2036-Aug-22,12 27 09.04
2036-Aug-23,12 30 30.04
2036-Aug-24,12 33 50.51
2036-Aug-25,12 37 10.47
2036-Aug-26,12 40 29.93
2036-Aug-27,12 43 48.89
2036-Aug-28,12 47 07.37
2036-Aug-29,12 50 25.38
2036-Aug-30,12 53 42.93
2036-Aug-31,12 57 00.04
2036-Sep-01,13 00 16.72
2036-Sep-02,13 03 32.97
2036-Sep-03,13 06 48.82
2036-Sep-04,13 10 04.27
2036-Sep-05,13 13 19.33
2036-Sep-06,13 16 34.03
2036-Sep-07,13 19 48.37
2036-Sep-08,13 23 02.36
2036-Sep-09,13 26 16.02
2036-Sep-10,13 29 29.35
2036-Sep-11,13 32 42.38
2036-Sep-12,13 35 55.10
2036-Sep-13,13 39 07.55
2036-Sep-14,13 42 19.71
2036-Sep-15,13 45 31.61
2036-Sep-16,13 48 43.26
2036-Sep-17,13 51 54.66
2036-Sep-18,13 55 05.83
2036-Sep-19,13 58 16.76
2036-Sep-20,14 01 27.48
2036-Sep-21,14 04 37.97
2036-Sep-22,14 07 48.25
2036-Sep-23,14 10 58.32
2036-Sep-24,14 14 08.18
2036-Sep-25,14 17 17.85
2036-Sep-26,14 20 27.32
2036-Sep-27,14 23 36.60
2036-Sep-28,14 26 45.69
2036-Sep-29,14 29 54.60
2036-Sep-30,14 33 03.33
2036-Oct-01,14 36 11.90
2036-Oct-02,14 39 20.29
2036-Oct-03,14 42 28.52
2036-Oct-04,14 45 36.60
2036-Oct-05,14 48 44.52
2036-Oct-06,14 51 52.29
2036-Oct-07,14 54 59.92
2036-Oct-08,14 58 07.41
2036-Oct-09,15 01 14.77
2036-Oct-10,15 04 21.99
2036-Oct-11,15 07 29.10
2036-Oct-12,15 10 36.07
2036-Oct-13,15 13 42.93
2036-Oct-14,15 16 49.68
2036-Oct-15,15 19 56.31
2036-Oct-16,15 23 02.83
2036-Oct-17,15 26 09.24
2036-Oct-18,15 29 15.53
2036-Oct-19,15 32 21.71
2036-Oct-20,15 35 27.78
2036-Oct-21,15 38 33.73
2036-Oct-22,15 41 39.55
2036-Oct-23,15 44 45.25
2036-Oct-24,15 47 50.83
2036-Oct-25,15 50 56.27
2036-Oct-26,15 54 01.58
2036-Oct-27,15 57 06.76
2036-Oct-28,16 00 11.80
2036-Oct-29,16 03 16.70
2036-Oct-30,16 06 21.45
2036-Oct-31,16 09 26.06
2036-Nov-01,16 12 30.52
2036-Nov-02,16 15 34.83
2036-Nov-03,16 18 38.99
2036-Nov-04,16 21 43.00
2036-Nov-05,16 24 46.84
2036-Nov-06,16 27 50.53
2036-Nov-07,16 30 54.07
2036-Nov-08,16 33 57.44
2036-Nov-09,16 37 00.64
2036-Nov-10,16 40 03.69
2036-Nov-11,16 43 06.56
2036-Nov-12,16 46 09.27
2036-Nov-13,16 49 11.80
2036-Nov-14,16 52 14.15
2036-Nov-15,16 55 16.32
2036-Nov-16,16 58 18.30
2036-Nov-17,17 01 20.08
2036-Nov-18,17 04 21.66
2036-Nov-19,17 07 23.03
2036-Nov-20,17 10 24.18
2036-Nov-21,17 13 25.11
2036-Nov-22,17 16 25.80
2036-Nov-23,17 19 26.26
2036-Nov-24,17 22 26.48
2036-Nov-25,17 25 26.44
2036-Nov-26,17 28 26.15
2036-Nov-27,17 31 25.60
2036-Nov-28,17 34 24.77
2036-Nov-29,17 37 23.67
2036-Nov-30,17 40 22.30
2036-Dec-01,17 43 20.64
2036-Dec-02,17 46 18.69
2036-Dec-03,17 49 16.45
2036-Dec-04,17 52 13.91
2036-Dec-05,17 55 11.07
2036-Dec-06,17 58 07.93
2036-Dec-07,18 01 04.49
2036-Dec-08,18 04 00.74
2036-Dec-09,18 06 56.67
2036-Dec-10,18 09 52.30
2036-Dec-11,18 12 47.60
2036-Dec-12,18 15 42.58
2036-Dec-13,18 18 37.23
2036-Dec-14,18 21 31.55
2036-Dec-15,18 24 25.52
2036-Dec-16,18 27 19.15
2036-Dec-17,18 30 12.43
2036-Dec-18,18 33 05.36
2036-Dec-19,18 35 57.92
2036-Dec-20,18 38 50.10
2036-Dec-21,18 41 41.92
2036-Dec-22,18 44 33.35
2036-Dec-23,18 47 24.40
